[03-24 21:47:04]: training starts
[03-24 21:47:04]: Fold1 starts training
[03-24 21:47:04]: ROUND 1000
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe train -data G:\yaogong\letor40\datasets\OHSUMED\Fold1\train.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -round 1000 -measure NDCG', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 531', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 541', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 551', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 561', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 571', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 581', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 591', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 601', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 611', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 621', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 631', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 641', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 651', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 661', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 671', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 681', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 691', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 701', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 711', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 721', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 731', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 741', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 751', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 761', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 771', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 781', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 791', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 801', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 811', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 821', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 831', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 841', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 851', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 861', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 871', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 881', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 891', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 901', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 911', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 921', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 931', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 941', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 951', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 961', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 971', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 981', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 991', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe train -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\train.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\model -round 601 -measure NDCG', mode 'r' at 0x00000000022DE300>
[03-24 21:48:26]: Fold2 ends training
[03-24 21:48:26]: Fold2 starts testing
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\test.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\test.score -round 601', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\vali.score -round 601', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold2\train.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\Fold2\train.score -round 601', mode 'r' at 0x00000000022DE390>
[03-24 21:48:27]: Fold2 ends testing
[03-24 21:48:27]: Fold3 starts training
[03-24 21:48:27]: ROUND 1000
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe train -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\train.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -round 1000 -measure NDCG', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 1', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 11', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 21', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 31', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 41', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 51', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 61', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 71', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 81', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 91', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 101', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 111', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 121', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 131', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 141', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 151', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 161', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 171', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 181', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 191', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 201', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 211', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 221', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 231', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 241', mode 'r' at 0x00000000022DE300>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 251', mode 'r' at 0x00000000022DE390>
<open file 'G:\yaogong\letor40\baselines\AdaRank\source_code\AdaRank_CSharp.exe test -data G:\yaogong\letor40\datasets\OHSUMED\Fold3\vali.txt -model G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\model -output G:\yaogong\letor40\baselines\AdaRank\data\OHSUMED\score -round 261', mode 'r' at 0x00000000022DE300>
